restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active,avg_prep_time_est
REST17498,Flavours Of Paratha Point,Delhi,Healthy,Restaurant,<=15,False,15.0
REST10213,Spicy Darshini Mahal,Kolkata,Fast Food,Cloud Kitchen,<=15,True,15.0
REST06457,Thindi Mane Grill Darbar,Bengaluru,North Indian,Cloud Kitchen,16-25,True,20.5
REST07911,Punjabi Delights Clouds,Kolkata,North Indian,Restaurant,16-25,True,20.5
REST12379,Royal Cafe Nest,Chennai,Pizza,Restaurant,16-25,True,20.5
REST09496,Hot & Crispy Wraps Cafe,Kolkata,Chinese,Restaurant,16-25,True,20.5
REST06088,Fresh Kitchen Bhojanalay,Hyderabad,Fast Food,Restaurant,<=15,True,15.0
REST18912,Royal Curry Clouds,Delhi,Biryani,Restaurant,<=15,True,15.0
REST04905,Fresh Express Heaven,Mumbai,Desserts,Cloud Kitchen,16-25,True,20.5
REST12320,Royal Biryani Nest,Delhi,Chinese,Cloud Kitchen,16-25,True,20.5
REST13692,Urban Curry Zone,Bengaluru,Fast Food,Restaurant,<=15,True,15.0
REST04560,Sri Cafe Hub,Ahmedabad,North Indian,Cloud Kitchen,26-40,True,33.0
REST09399,Tandoori Wraps Adda,Chennai,South Indian,Restaurant,<=15,True,15.0
REST19528,Taste Of Curry Palace,Pune,North Indian,Cloud Kitchen,<=15,True,15.0
REST11449,Madras Tandoor Bhojanalay,Delhi,Fast Food,Restaurant,26-40,True,33.0
REST19379,Hot & Crispy Curry Nest,Kolkata,South Indian,Cloud Kitchen,16-25,True,20.5
REST07674,Punjabi Sweets Cafe,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST07159,Delhi Biryani Point,Ahmedabad,Pizza,Cloud Kitchen,<=15,True,15.0
REST03026,Madras Sweets Nest,Delhi,Pizza,Restaurant,<=15,True,15.0
REST14263,Royal House Heaven,Ahmedabad,Biryani,Restaurant,16-25,True,20.5
REST17772,Taste Of Paratha Clouds,Mumbai,South Indian,Restaurant,16-25,True,20.5
REST18599,Tandoori Mess Cafe,Mumbai,Chinese,Cloud Kitchen,>40,True,45.0
REST07912,Spicy Kitchen Mahal,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST17216,Hot & Crispy Biryani Corner,Bengaluru,Chinese,Restaurant,26-40,True,33.0
REST16408,Annapurna Mess Hub,Delhi,South Indian,Restaurant,16-25,True,20.5
REST05939,Delhi Sweets Palace,Pune,Chinese,Restaurant,<=15,False,15.0
REST06179,Annapurna Tandoor Delight,Delhi,Chinese,Restaurant,26-40,True,33.0
REST06106,Tandoori Sweets Point,Delhi,South Indian,Cloud Kitchen,<=15,True,15.0
REST15026,Grand Kitchen Palace,Chennai,North Indian,Restaurant,16-25,True,20.5
REST11393,Spicy Cafe Central,Bengaluru,Biryani,Cloud Kitchen,<=15,True,15.0
REST13951,Annapurna Darshini Darbar,Delhi,North Indian,Cloud Kitchen,<=15,False,15.0
REST10670,Delhi Paratha Hub,Chennai,Biryani,Restaurant,16-25,False,20.5
REST17473,Sri Cafe Delight,Bengaluru,North Indian,Cloud Kitchen,<=15,True,15.0
REST15754,Spicy Mess Zone,Mumbai,Chinese,Cloud Kitchen,26-40,True,33.0
REST08637,Hot & Crispy Sweets Bhojanalay,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST05103,Hot & Crispy House Hub,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST18531,Punjabi Grill Heaven,Hyderabad,Desserts,Restaurant,<=15,True,15.0
REST19536,Spicy Tandoor Nest,Pune,North Indian,Restaurant,16-25,True,20.5
REST05532,Taste Of Wraps Mahal,Kolkata,Fast Food,Restaurant,16-25,True,20.5
REST10016,Royal Mess Bhojanalay,Delhi,Desserts,Restaurant,26-40,True,33.0
REST03807,Kolkata Grill Corner,Delhi,Biryani,Restaurant,26-40,False,33.0
REST19940,Royal Tandoor Mahal,Kolkata,Chinese,Cloud Kitchen,>40,True,45.0
REST10551,Urban Darshini Clouds,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST03107,Kolkata Biryani Clouds,Chennai,South Indian,Cloud Kitchen,>40,True,45.0
REST05152,Fresh Pizza Heaven,Chennai,Chinese,Restaurant,16-25,True,20.5
REST19444,Thindi Mane Paratha Hub,Hyderabad,Chinese,Cloud Kitchen,16-25,True,20.5
REST13588,Sri Mess Stop,Delhi,Fast Food,Restaurant,16-25,True,20.5
REST10820,Delhi Thali Darbar,Bengaluru,North Indian,Restaurant,<=15,False,15.0
REST13110,Urban Sweets Corner,Ahmedabad,Pizza,Restaurant,26-40,False,33.0
REST09469,Urban Thali Clouds,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST18555,Urban Express Adda,Chennai,Biryani,Restaurant,<=15,True,15.0
REST14542,Hot & Crispy Pizza Heaven,Kolkata,Biryani,Restaurant,<=15,False,15.0
REST19015,Madras Express Adda,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST14393,Madras Darshini Adda,Hyderabad,Chinese,Restaurant,<=15,False,15.0
REST18646,Punjabi Thali Central,Chennai,North Indian,Cloud Kitchen,16-25,True,20.5
REST06392,Urban Darshini Mahal,Delhi,Biryani,Cloud Kitchen,<=15,True,15.0
REST11524,Kolkata Cafe Central,Kolkata,Pizza,Restaurant,16-25,True,20.5
REST07804,Annapurna Pizza Hub,Bengaluru,Desserts,Restaurant,<=15,True,15.0
REST18967,Grand Wraps Darbar,Pune,Desserts,Restaurant,26-40,True,33.0
REST11368,Sri Wraps Adda,Chennai,Pizza,Cloud Kitchen,26-40,True,33.0
REST06117,Bombay Mess Corner,Delhi,Chinese,Restaurant,26-40,False,33.0
REST05551,Flavours Of Tandoor Zone,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST05829,Royal Mess Stop,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST01689,Fresh Kitchen Mahal,Mumbai,Chinese,Cloud Kitchen,16-25,True,20.5
REST12274,Urban Wraps Nest,Chennai,North Indian,Restaurant,<=15,True,15.0
REST15882,Delhi Grill Zone,Mumbai,North Indian,Cloud Kitchen,26-40,False,33.0
REST00854,Madras Darshini Heaven,Bengaluru,Desserts,Cloud Kitchen,26-40,True,33.0
REST05736,Namma Tandoor Mahal,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST04706,Kolkata House Adda,Chennai,Healthy,Cloud Kitchen,16-25,True,20.5
REST14354,Urban Biryani Point,Mumbai,Fast Food,Cloud Kitchen,16-25,True,20.5
REST14090,Taste Of Biryani Stop,Kolkata,South Indian,Restaurant,16-25,True,20.5
REST08077,Fresh Grill Corner,Ahmedabad,Biryani,Cloud Kitchen,16-25,True,20.5
REST17083,Taste Of Delights Central,Pune,Biryani,Restaurant,<=15,True,15.0
REST02151,Hot & Crispy Thali Heaven,Ahmedabad,North Indian,Restaurant,16-25,True,20.5
REST17114,Bombay House Corner,Hyderabad,North Indian,Restaurant,<=15,True,15.0
REST10310,Hot & Crispy Thali Cafe,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST03263,Spicy Cafe Delight,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST07967,Punjabi Kitchen Central,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST05324,Thindi Mane Delights Palace,Pune,South Indian,Restaurant,<=15,True,15.0
REST17683,Fresh Delights Hub,Bengaluru,North Indian,Cloud Kitchen,26-40,True,33.0
REST14571,Urban Curry Nest,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST12110,Namma Wraps Heaven,Delhi,Pizza,Cloud Kitchen,<=15,True,15.0
REST19941,Royal Kitchen Nest,Kolkata,Biryani,Restaurant,16-25,True,20.5
REST09799,Fresh Grill Zone,Hyderabad,Desserts,Restaurant,<=15,True,15.0
REST10539,Royal Express Clouds,Delhi,North Indian,Cloud Kitchen,26-40,True,33.0
REST19903,Namma Darshini Stop,Kolkata,North Indian,Restaurant,<=15,True,15.0
REST14105,Annapurna Grill Stop,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST19128,Thindi Mane House Bhojanalay,Bengaluru,Pizza,Restaurant,<=15,True,15.0
REST10067,Urban Paratha Darbar,Bengaluru,Pizza,Cloud Kitchen,16-25,True,20.5
REST04244,Spicy Pizza Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST04935,Classic Sweets Nest,Kolkata,North Indian,Restaurant,<=15,True,15.0
REST02052,Spicy Express Corner,Delhi,Biryani,Cloud Kitchen,>40,True,45.0
REST08796,Fresh Express Point,Bengaluru,Pizza,Cloud Kitchen,16-25,False,20.5
REST07452,Thindi Mane Mess Stop,Mumbai,Fast Food,Restaurant,26-40,True,33.0
REST00665,Bombay Wraps Hub,Chennai,Pizza,Restaurant,<=15,True,15.0
REST07384,Punjabi House Palace,Ahmedabad,North Indian,Restaurant,26-40,True,33.0
REST06475,Kolkata Sweets Cafe,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST17159,Delhi Cafe Adda,Mumbai,North Indian,Cloud Kitchen,16-25,True,20.5
REST14443,Fresh Curry Cafe,Chennai,North Indian,Restaurant,26-40,True,33.0
REST11768,Hot & Crispy Kitchen Clouds,Pune,Pizza,Restaurant,26-40,True,33.0
REST03814,Punjabi Paratha Stop,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST09870,Urban Darshini Adda,Bengaluru,Biryani,Cloud Kitchen,16-25,True,20.5
REST05489,Thindi Mane Grill Clouds,Delhi,North Indian,Cloud Kitchen,<=15,False,15.0
REST05636,Sri Tandoor Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST19351,Annapurna Cafe Delight,Kolkata,Desserts,Restaurant,<=15,True,15.0
REST02094,Taste Of Sweets Cafe,Mumbai,South Indian,Restaurant,>40,True,45.0
REST12442,Grand Sweets Darbar,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST02414,Classic Kitchen Clouds,Hyderabad,North Indian,Restaurant,16-25,True,20.5
REST18745,Hot & Crispy Tandoor Palace,Bengaluru,Pizza,Restaurant,<=15,True,15.0
REST10856,Urban Kitchen Nest,Chennai,Fast Food,Cloud Kitchen,16-25,True,20.5
REST04449,Sri Curry Heaven,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST16522,Tandoori Wraps Point,Pune,South Indian,Cloud Kitchen,26-40,False,33.0
REST12912,Sri Tandoor Zone,Kolkata,Pizza,Restaurant,16-25,True,20.5
REST04887,Bombay Wraps Delight,Delhi,South Indian,Cloud Kitchen,<=15,False,15.0
REST12033,Sri Wraps Mahal,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST05251,Fresh Tandoor Palace,Bengaluru,North Indian,Cloud Kitchen,16-25,True,20.5
REST08030,Thindi Mane Sweets Central,Bengaluru,Biryani,Restaurant,<=15,False,15.0
REST07381,Classic Thali Clouds,Bengaluru,South Indian,Restaurant,>40,True,45.0
REST18771,Hot & Crispy Tandoor Hub,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST15095,Spicy Kitchen Darbar,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST16986,Classic Paratha Heaven,Bengaluru,Fast Food,Restaurant,>40,True,45.0
REST19207,Royal Curry Corner,Delhi,North Indian,Restaurant,16-25,True,20.5
REST07556,Sri Delights Darbar,Chennai,South Indian,Restaurant,<=15,False,15.0
REST08371,Fresh House Point,Chennai,South Indian,Restaurant,16-25,True,20.5
REST11479,Bombay Mess Mahal,Kolkata,South Indian,Restaurant,16-25,True,20.5
REST01299,Bombay House Mahal,Delhi,South Indian,Restaurant,>40,True,45.0
REST01276,Delhi Delights Central,Kolkata,South Indian,Restaurant,26-40,True,33.0
REST13317,Classic Kitchen Corner,Chennai,South Indian,Cloud Kitchen,<=15,True,15.0
REST19265,Taste Of Tandoor Mahal,Chennai,Chinese,Cloud Kitchen,16-25,True,20.5
REST05830,Classic Tandoor Clouds,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST16625,Flavours Of Curry Adda,Delhi,South Indian,Restaurant,<=15,True,15.0
REST11246,Annapurna Curry Corner,Hyderabad,Chinese,Restaurant,26-40,True,33.0
REST18331,Classic Kitchen Delight,Delhi,Desserts,Restaurant,16-25,True,20.5
REST05499,Punjabi Darshini Clouds,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST00074,Annapurna Pizza Zone,Ahmedabad,Chinese,Restaurant,26-40,True,33.0
REST18468,Spicy Tandoor Darbar,Kolkata,Fast Food,Restaurant,16-25,False,20.5
REST14710,Fresh Delights Palace,Mumbai,Pizza,Restaurant,>40,True,45.0
REST15092,Spicy Delights Hub,Bengaluru,South Indian,Cloud Kitchen,26-40,False,33.0
REST07917,Royal Thali Nest,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST05318,Madras Kitchen Cafe,Pune,Healthy,Restaurant,26-40,True,33.0
REST19424,Namma Delights Nest,Chennai,Biryani,Restaurant,16-25,True,20.5
REST14650,Bombay Curry Palace,Hyderabad,South Indian,Restaurant,<=15,True,15.0
REST12779,Madras Mess Clouds,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST02991,Kolkata Sweets Nest,Pune,Fast Food,Restaurant,16-25,True,20.5
REST13774,Royal Curry Cafe,Delhi,Desserts,Restaurant,16-25,True,20.5
REST04911,Taste Of Grill Corner,Delhi,Pizza,Restaurant,<=15,False,15.0
REST05870,Hot & Crispy Cafe Mahal,Delhi,Fast Food,Restaurant,<=15,True,15.0
REST13239,Delhi Paratha Point,Kolkata,Fast Food,Restaurant,26-40,True,33.0
REST06154,Sri Cafe Stop,Hyderabad,Pizza,Cloud Kitchen,>40,True,45.0
REST11597,Flavours Of Mess Hub,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST05080,Sri Curry Adda,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST14693,Annapurna Grill Heaven,Kolkata,Biryani,Restaurant,26-40,True,33.0
REST10038,Bombay Wraps Delight,Ahmedabad,North Indian,Cloud Kitchen,<=15,True,15.0
REST02651,Sri Tandoor Point,Bengaluru,Biryani,Cloud Kitchen,16-25,False,20.5
REST15892,Hot & Crispy Grill Mahal,Chennai,Pizza,Cloud Kitchen,16-25,True,20.5
REST19748,Spicy Tandoor Bhojanalay,Hyderabad,North Indian,Restaurant,26-40,True,33.0
REST12612,Hot & Crispy Tandoor Bhojanalay,Chennai,Chinese,Cloud Kitchen,16-25,True,20.5
REST03613,Sri Wraps Mahal,Chennai,Healthy,Cloud Kitchen,16-25,True,20.5
REST01135,Namma Express Zone,Hyderabad,Chinese,Cloud Kitchen,16-25,True,20.5
REST13343,Flavours Of Wraps Bhojanalay,Mumbai,Biryani,Restaurant,<=15,True,15.0
REST00318,Royal Darshini Adda,Delhi,North Indian,Restaurant,16-25,True,20.5
REST03152,Royal Kitchen Bhojanalay,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST03965,Sri Mess Palace,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST14737,Hot & Crispy Sweets Heaven,Hyderabad,Chinese,Restaurant,26-40,True,33.0
REST08391,Thindi Mane Tandoor Clouds,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST09976,Hot & Crispy Grill Zone,Delhi,Pizza,Restaurant,26-40,True,33.0
REST05320,Classic Grill Adda,Kolkata,Chinese,Cloud Kitchen,16-25,True,20.5
REST08627,Delhi Delights Point,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST15469,Grand Express Clouds,Kolkata,North Indian,Cloud Kitchen,<=15,True,15.0
REST02143,Grand Mess Corner,Ahmedabad,North Indian,Restaurant,<=15,True,15.0
REST07518,Spicy Pizza Adda,Kolkata,Chinese,Restaurant,16-25,True,20.5
REST14183,Spicy Curry Mahal,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST09776,Bombay Express Hub,Pune,Healthy,Restaurant,>40,True,45.0
REST07435,Sri Delights Bhojanalay,Bengaluru,North Indian,Restaurant,>40,True,45.0
REST16022,Urban Thali Darbar,Delhi,Desserts,Cloud Kitchen,16-25,True,20.5
REST19515,Tandoori Pizza Hub,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST01562,Fresh Tandoor Nest,Kolkata,Desserts,Restaurant,26-40,True,33.0
REST08642,Fresh Cafe Heaven,Ahmedabad,South Indian,Cloud Kitchen,16-25,True,20.5
REST15162,Madras Darshini Corner,Ahmedabad,Biryani,Cloud Kitchen,16-25,True,20.5
REST12213,Royal Darshini Mahal,Pune,North Indian,Restaurant,<=15,True,15.0
REST18334,Flavours Of Mess Darbar,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST10399,Royal Paratha Central,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST17371,Punjabi Cafe Clouds,Chennai,South Indian,Restaurant,16-25,True,20.5
REST16030,Sri Express Clouds,Mumbai,South Indian,Restaurant,26-40,True,33.0
REST18340,Flavours Of Sweets Zone,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST12563,Classic Biryani Corner,Delhi,Chinese,Cloud Kitchen,16-25,True,20.5
REST05375,Punjabi Wraps Bhojanalay,Pune,North Indian,Restaurant,26-40,False,33.0
REST18571,Delhi Biryani Darbar,Delhi,North Indian,Restaurant,<=15,True,15.0
REST02412,Namma Pizza Cafe,Bengaluru,South Indian,Restaurant,>40,True,45.0
REST08750,Hot & Crispy Cafe Palace,Bengaluru,North Indian,Cloud Kitchen,16-25,True,20.5
REST03472,Sri Mess Cafe,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST17881,Classic Cafe Darbar,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST08772,Spicy Express Central,Chennai,Chinese,Restaurant,16-25,True,20.5
REST09401,Punjabi Express Stop,Bengaluru,Biryani,Restaurant,<=15,True,15.0
REST17973,Tandoori Biryani Bhojanalay,Mumbai,North Indian,Cloud Kitchen,>40,True,45.0
REST18038,Annapurna Darshini Delight,Delhi,Fast Food,Restaurant,26-40,True,33.0
REST01526,Royal Kitchen Hub,Bengaluru,Healthy,Restaurant,16-25,True,20.5
REST16346,Bombay Paratha Stop,Kolkata,North Indian,Cloud Kitchen,26-40,True,33.0
REST17402,Delhi Kitchen Zone,Hyderabad,Pizza,Restaurant,26-40,True,33.0
REST03409,Punjabi Wraps Nest,Kolkata,Healthy,Restaurant,<=15,True,15.0
REST13673,Sri Tandoor Stop,Mumbai,South Indian,Cloud Kitchen,26-40,False,33.0
REST03647,Tandoori Mess Clouds,Delhi,Chinese,Restaurant,<=15,True,15.0
REST09336,Spicy Tandoor Cafe,Chennai,Desserts,Restaurant,16-25,True,20.5
REST14583,Hot & Crispy Kitchen Heaven,Delhi,Desserts,Cloud Kitchen,>40,True,45.0
REST11508,Madras Cafe Clouds,Hyderabad,Pizza,Restaurant,<=15,False,15.0
REST14430,Sri Express Point,Chennai,North Indian,Restaurant,16-25,True,20.5
REST15271,Thindi Mane Cafe Zone,Bengaluru,South Indian,Cloud Kitchen,26-40,True,33.0
REST03080,Kolkata Curry Mahal,Ahmedabad,South Indian,Restaurant,26-40,True,33.0
REST06350,Grand Tandoor Delight,Pune,Biryani,Restaurant,16-25,True,20.5
REST10555,Grand Delights Bhojanalay,Ahmedabad,Biryani,Restaurant,16-25,True,20.5
REST10414,Fresh Grill Zone,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST16002,Hot & Crispy Thali Palace,Pune,Desserts,Restaurant,26-40,True,33.0
REST05027,Sri Thali Darbar,Kolkata,South Indian,Restaurant,<=15,True,15.0
REST00499,Urban Kitchen Zone,Hyderabad,Pizza,Cloud Kitchen,<=15,True,15.0
REST12262,Fresh Delights Adda,Delhi,Chinese,Restaurant,26-40,True,33.0
REST15662,Royal House Palace,Mumbai,Healthy,Restaurant,<=15,True,15.0
REST08499,Kolkata Mess Delight,Delhi,Desserts,Cloud Kitchen,26-40,True,33.0
REST08519,Tandoori Wraps Adda,Hyderabad,Fast Food,Cloud Kitchen,<=15,False,15.0
REST15591,Madras Paratha Zone,Bengaluru,Biryani,Restaurant,>40,True,45.0
REST11263,Madras Wraps Bhojanalay,Bengaluru,Healthy,Restaurant,>40,False,45.0
REST00131,Hot & Crispy Pizza Hub,Pune,South Indian,Restaurant,16-25,True,20.5
REST17300,Thindi Mane House Zone,Chennai,South Indian,Restaurant,<=15,True,15.0
REST00802,Classic Biryani Zone,Hyderabad,South Indian,Restaurant,<=15,False,15.0
REST05834,Annapurna Kitchen Bhojanalay,Delhi,Biryani,Cloud Kitchen,26-40,True,33.0
REST09398,Namma Cafe Hub,Chennai,North Indian,Restaurant,16-25,True,20.5
REST15457,Taste Of Sweets Cafe,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST07186,Thindi Mane Delights Central,Bengaluru,Fast Food,Restaurant,<=15,False,15.0
REST02895,Flavours Of Darshini Clouds,Mumbai,Biryani,Restaurant,26-40,True,33.0
REST04404,Kolkata Biryani Central,Bengaluru,Desserts,Restaurant,>40,True,45.0
REST01059,Urban Biryani Nest,Bengaluru,North Indian,Cloud Kitchen,<=15,False,15.0
REST05368,Sri Thali Bhojanalay,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST07278,Classic Darshini Bhojanalay,Mumbai,Biryani,Restaurant,26-40,True,33.0
REST12599,Kolkata Kitchen Clouds,Delhi,South Indian,Restaurant,<=15,True,15.0
REST17757,Sri Curry Cafe,Kolkata,Biryani,Restaurant,16-25,True,20.5
REST13856,Thindi Mane Grill Darbar,Bengaluru,South Indian,Restaurant,26-40,False,33.0
REST18862,Punjabi Thali Darbar,Delhi,Pizza,Cloud Kitchen,<=15,True,15.0
REST19506,Grand Sweets Mahal,Hyderabad,Healthy,Restaurant,<=15,False,15.0
REST10665,Sri Curry Adda,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST08266,Royal Thali Palace,Delhi,North Indian,Restaurant,26-40,True,33.0
REST09222,Flavours Of Thali Stop,Delhi,South Indian,Restaurant,16-25,False,20.5
REST00590,Delhi Cafe Palace,Ahmedabad,Pizza,Cloud Kitchen,26-40,True,33.0
REST15853,Royal Kitchen Bhojanalay,Mumbai,Desserts,Restaurant,16-25,False,20.5
REST06567,Annapurna Delights Heaven,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST16818,Sri House Central,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST06346,Tandoori Tandoor Central,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST03790,Delhi Delights Hub,Pune,Healthy,Cloud Kitchen,16-25,True,20.5
REST19288,Spicy Biryani Darbar,Mumbai,Biryani,Cloud Kitchen,<=15,True,15.0
REST03481,Taste Of Pizza Central,Pune,North Indian,Restaurant,26-40,True,33.0
REST03109,Urban Express Stop,Ahmedabad,Biryani,Restaurant,26-40,True,33.0
REST00816,Spicy Mess Adda,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST02660,Punjabi Cafe Central,Mumbai,Healthy,Restaurant,16-25,True,20.5
REST00178,Kolkata Darshini Hub,Mumbai,Pizza,Restaurant,<=15,False,15.0
REST10993,Flavours Of Grill Delight,Chennai,North Indian,Restaurant,16-25,True,20.5
REST01187,Urban Delights Stop,Bengaluru,Biryani,Cloud Kitchen,<=15,True,15.0
REST18609,Punjabi Cafe Bhojanalay,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST05719,Classic Express Zone,Ahmedabad,Chinese,Restaurant,<=15,True,15.0
REST12117,Annapurna House Point,Kolkata,South Indian,Restaurant,<=15,True,15.0
REST13337,Bombay House Nest,Bengaluru,Healthy,Cloud Kitchen,>40,True,45.0
REST19160,Taste Of Mess Cafe,Hyderabad,Chinese,Restaurant,>40,True,45.0
REST15902,Kolkata House Point,Hyderabad,Biryani,Cloud Kitchen,26-40,True,33.0
REST00777,Kolkata Cafe Central,Pune,Chinese,Restaurant,<=15,True,15.0
REST13523,Madras Tandoor Darbar,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST09741,Sri Pizza Stop,Chennai,Biryani,Restaurant,26-40,True,33.0
REST02974,Spicy Express Stop,Pune,North Indian,Restaurant,16-25,True,20.5
REST09687,Hot & Crispy Wraps Heaven,Pune,Fast Food,Cloud Kitchen,<=15,True,15.0
REST09626,Namma Paratha Zone,Bengaluru,Pizza,Restaurant,26-40,True,33.0
REST01942,Annapurna Kitchen Palace,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST00844,Annapurna Pizza Clouds,Kolkata,Fast Food,Restaurant,16-25,True,20.5
REST17555,Namma Thali Stop,Delhi,Chinese,Cloud Kitchen,<=15,True,15.0
REST06476,Fresh Grill Corner,Chennai,Fast Food,Cloud Kitchen,<=15,True,15.0
REST12805,Annapurna Sweets Corner,Delhi,Chinese,Cloud Kitchen,16-25,True,20.5
REST12410,Bombay Grill Cafe,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST04353,Taste Of Cafe Corner,Mumbai,Chinese,Cloud Kitchen,26-40,True,33.0
REST17207,Punjabi Delights Point,Ahmedabad,Biryani,Restaurant,16-25,True,20.5
REST11909,Fresh House Mahal,Pune,Biryani,Restaurant,<=15,True,15.0
REST03531,Grand Wraps Heaven,Bengaluru,Chinese,Cloud Kitchen,26-40,True,33.0
REST06863,Annapurna Sweets Delight,Chennai,Desserts,Cloud Kitchen,26-40,True,33.0
REST04124,Royal Paratha Central,Delhi,Biryani,Restaurant,16-25,True,20.5
REST06498,Thindi Mane Biryani Corner,Pune,Chinese,Restaurant,26-40,True,33.0
REST10753,Flavours Of Cafe Hub,Chennai,North Indian,Restaurant,<=15,True,15.0
REST05973,Classic Thali Stop,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST12597,Kolkata Biryani Delight,Bengaluru,Biryani,Restaurant,<=15,True,15.0
